Course Code,Course Title,Meeting Info,Instructor,Seats Available,Max Enrollment,Additional Details,Paragraph Text
,,,,,,"By examining key movements in dance and theater history from the late 19th century to the present, this seminar explores the active relationship between theoretical thought and aesthetic innovation on stage. Through close readings of primary, secondary, and critical texts, the course highlights the ways in which dance and theater advanced movement by movement, each ""ism"" a reaction to what came before, and how the transformation from historical avant-garde to experimental contemporary performance represents dynamic and cumulative ruptures with the mainstream. Ultimately, they shape how we imagine, see, and create dance and theater today. Students’ work in this seminar will culminate in an individual critical writing project. Required for Theatre and Dance majors. Prerequisite(s): Preference given to Theatre and Dance major and/or minors.
Fine arts
Writing WAhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27245%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","By examining key movements in dance and theater history from the late 19th century to the present, this seminar explores the active relationship between theoretical thought and aesthetic innovation on stage. Through close readings of primary, secondary, and critical texts, the course highlights the ways in which dance and theater advanced movement by movement, each ""ism"" a reaction to what came before, and how the transformation from historical avant-garde to experimental contemporary performance represents dynamic and cumulative ruptures with the mainstream. Ultimately, they shape how we imagine, see, and create dance and theater today. Students’ work in this seminar will culminate in an individual critical writing project. Required for Theatre and Dance majors. Prerequisite(s): Preference given to Theatre and Dance major and/or minors.
Fine arts
Writing WA"
THDA 292-01 (10867),Stage Management,Meeting: M      7:00 - 8:30 pmTHEATR 213,Instructor: Kenji Shoemaker,4,14,2 credits,2 credits
,,,,,,"This course will expose students to the multi-faceted job of the stage manager in theatrical productions with an emphasis on their role in the collaborative process. Students will learn responsibilities and procedures of stage managers from pre- to post-production, as well as industry-standard vocabulary, and core proficiencies in note-taking, giving written and verbal feedback, collaboration, leadership, communication and organizing a small team. Students are expected to participate in, and will be evaluated on, classroom discussions, activities and sample exercises.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27292%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course will expose students to the multi-faceted job of the stage manager in theatrical productions with an emphasis on their role in the collaborative process. Students will learn responsibilities and procedures of stage managers from pre- to post-production, as well as industry-standard vocabulary, and core proficiencies in note-taking, giving written and verbal feedback, collaboration, leadership, communication and organizing a small team. Students are expected to participate in, and will be evaluated on, classroom discussions, activities and sample exercises."
THDA 294-01 (10825),History Fashion and Costume,Meeting: M W F  12:00 - 1:00 pmTHEATR 101,Instructor: MaryBeth Gagner,2,16,,
,,,,,,"Students will explore the development of clothing from ancient civilizations to the present. It will consider global influences that shaped changing styles and engage critical thinking with regards to the functions of dress in socio-political contexts, cross-cultural influences, identity expression, and as an art form. As we study the history of dress, we will consider who tells these stories, who is represented and who is absent in them, and how do we know this information. Readings from-- “Survey of Historic Costume”, “Worldwide History of Dress”, and “Fashion History, A Global View”, among others. Assignments will include visual
presentation, written reflections, and short exams.
Fine artshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27294%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","Students will explore the development of clothing from ancient civilizations to the present. It will consider global influences that shaped changing styles and engage critical thinking with regards to the functions of dress in socio-political contexts, cross-cultural influences, identity expression, and as an art form. As we study the history of dress, we will consider who tells these stories, who is represented and who is absent in them, and how do we know this information. Readings from-- “Survey of Historic Costume”, “Worldwide History of Dress”, and “Fashion History, A Global View”, among others. Assignments will include visual
presentation, written reflections, and short exams.
Fine arts"
THDA 294-02 (10826),Sound Design,Meeting: M W F  1:10 - 2:10 pmTHEATR 006,Instructor: Katharine Horowitz,5,12,Appropriate for first-year students,Appropriate for first-year students
,,,,,,"This course will provide the student with an introduction to the creative and technical process of sound design in contemporary theatre. Through lecture, demonstration, and projects, students will learn the aesthetic of sound design, the basic science of sound, audio software, and the process of collaboration. Students will acquire the skills to analyze and research a script; to edit, manipulate, and program sound files; and to present and defend design projects.
Fine arts
Quantitative Thinking Q1https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27294%27%20sect=%2702%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course will provide the student with an introduction to the creative and technical process of sound design in contemporary theatre. Through lecture, demonstration, and projects, students will learn the aesthetic of sound design, the basic science of sound, audio software, and the process of collaboration. Students will acquire the skills to analyze and research a script; to edit, manipulate, and program sound files; and to present and defend design projects.
Fine arts
Quantitative Thinking Q1"
THDA 350-01 (10829),Directing for the Stage,Meeting: M W F  2:20 - 4:30 pmTHEATR 002,Instructor: Randy Reyes,-1,8,,
,,,,,,"This course prepares advanced theater students to direct public performances, and thus focuses on the acquisition of skills such as text analysis, dynamic storytelling, stage composition, and communication (with designers, actors, stage managers, and production team). Students will choose a scene from a play proposed by the instructor, research style and aesthetic, run auditions, cast the scene, facilitate a rehearsal process, and stage a live performance. They will also learn best collaborative practices, since the class unfolds in conversation with the Acting Approaches course (THDA360) and culminates in public performances at the Huber-Seikaly Theater. Prerequisite(s): THDA 120 and THDA 235, or permission of the instructor.
Fine artshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27350%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course prepares advanced theater students to direct public performances, and thus focuses on the acquisition of skills such as text analysis, dynamic storytelling, stage composition, and communication (with designers, actors, stage managers, and production team). Students will choose a scene from a play proposed by the instructor, research style and aesthetic, run auditions, cast the scene, facilitate a rehearsal process, and stage a live performance. They will also learn best collaborative practices, since the class unfolds in conversation with the Acting Approaches course (THDA360) and culminates in public performances at the Huber-Seikaly Theater. Prerequisite(s): THDA 120 and THDA 235, or permission of the instructor.
Fine arts"
THDA 394-01 (10830),Lighting Design II,Meeting:  T R   9:40 - 11:10 amTHEATR 006,Instructor: Kathy Maxwell,8,12,,
,,,,,,"This course is a deep dive into lighting design for live performance. Students will improve their skills at communicating visual ideas, working collaboratively on a project and translating their own ideas onto the stage. Collaborating with THDA350-01, Directing for the Stage, students will get a chance to realize a design as part of a collaborative project culminating in a public performance. This will act as a platform for students to deepen their own abilities in storytelling and making the conceptual tangible. This course has a required lab on Thursdays 8am - 11am. Prerequisite: THDA 255 (Lighting Design I) or permission of instructor.
Fine artshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27394%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course is a deep dive into lighting design for live performance. Students will improve their skills at communicating visual ideas, working collaboratively on a project and translating their own ideas onto the stage. Collaborating with THDA350-01, Directing for the Stage, students will get a chance to realize a design as part of a collaborative project culminating in a public performance. This will act as a platform for students to deepen their own abilities in storytelling and making the conceptual tangible. This course has a required lab on Thursdays 8am - 11am. Prerequisite: THDA 255 (Lighting Design I) or permission of instructor.
Fine arts"
THDA 41-01 (10834),Modern Dance I,Meeting: M W F  1:10 - 2:10 pmTHEATR 120,Instructor: Wynn Fricke,2,18,2 credits,2 credits
,,,,,,"This introductory level course explores the theory, technique, and terminology of modern dance as a performing art. Students engage fully with their bodies and minds as they deepen their strength, sense of rhythm, flexibility, and coordination. The course develops skills in inversions, floorwork, and balance based in a deepening awareness of alignment. May be repeated for credit. Letter grading, effective spring 2022.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2741%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This introductory level course explores the theory, technique, and terminology of modern dance as a performing art. Students engage fully with their bodies and minds as they deepen their strength, sense of rhythm, flexibility, and coordination. The course develops skills in inversions, floorwork, and balance based in a deepening awareness of alignment. May be repeated for credit. Letter grading, effective spring 2022."
THDA 43-01 (10835),Modern Dance III,Meeting: M W    4:45 - 6:00 pmTHEATR 120,Instructor: Toni Pierce-Sands,7,18,2 credits,2 credits
,,,,,,"This intermediate to advanced level technique course values expression, precision, and stamina. Students develop an understanding of how to use tiny muscles hidden within large muscles as they practice complex movement phrases on the ground, in the center, and across the floor. They learn a range of turns, jumps and movement sequences that build strength and agility. May be repeated for credit. Prerequisite(s): THDA41 or THDA42 or permission of instructorhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2743%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This intermediate to advanced level technique course values expression, precision, and stamina. Students develop an understanding of how to use tiny muscles hidden within large muscles as they practice complex movement phrases on the ground, in the center, and across the floor. They learn a range of turns, jumps and movement sequences that build strength and agility. May be repeated for credit. Prerequisite(s): THDA41 or THDA42 or permission of instructor"
THDA 490-01 (10854),Capstone and Honors Seminar,Meeting: M      4:45 - 6:30 pmTHEATR 213,Instructor: Cláudia Tatinge Nascimento,6,12,,
,,,,,,"This is a reading and writing intensive course that engages theories from the fields of aesthetics and cultural studies to support each student’s in-depth research into a topic of their choice. Discussions examine how particular uses of the body, space, and narrative intersect to inform our experience of ""performance,"" broadly defined, and engage the interplay between real and fictional in both artistic productions and performative social contexts. Students may pursue archival and library research, analysis of live performance, and analysis of documents of various kinds, including visual materials. Required for Theater and Dance majors, open to Dance, Theater, and Performance Design and Technologies minors.
Fine artshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%27490%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This is a reading and writing intensive course that engages theories from the fields of aesthetics and cultural studies to support each student’s in-depth research into a topic of their choice. Discussions examine how particular uses of the body, space, and narrative intersect to inform our experience of ""performance,"" broadly defined, and engage the interplay between real and fictional in both artistic productions and performative social contexts. Students may pursue archival and library research, analysis of live performance, and analysis of documents of various kinds, including visual materials. Required for Theater and Dance majors, open to Dance, Theater, and Performance Design and Technologies minors.
Fine arts"
THDA 51-01 (10836),Beginning Ballet,Meeting: M W F  2:20 - 3:20 pmTHEATR 003,Instructor: Jill Lile,5,14,2 credits,2 credits
,,,,,,"This is a beginning ballet class designed for students who have never had ballet before. The goal is to demonstrate fundamental understanding and execution of basic ballet technique and to develop a foundation in movement that will carry over and support any other style of dance or physical practice. It will include barre and center work, across-the-floor combinations, and stretching and strengthening practices. Correct alignment, coordination, and body mechanics will be emphasized. May be repeated for credit. Letter grading, effective Spring 2022.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2751%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This is a beginning ballet class designed for students who have never had ballet before. The goal is to demonstrate fundamental understanding and execution of basic ballet technique and to develop a foundation in movement that will carry over and support any other style of dance or physical practice. It will include barre and center work, across-the-floor combinations, and stretching and strengthening practices. Correct alignment, coordination, and body mechanics will be emphasized. May be repeated for credit. Letter grading, effective Spring 2022."
THDA 53-01 (10837),Intermediate Ballet,Meeting:  T R   3:00 - 4:30 pmTHEATR 003,Instructor: Jill Lile,10,18,2 credits,2 credits
,,,,,,"This is a beginning intermediate level ballet class for students who have acquired a foundation in the basic skills of classical ballet or have successfully completed THDA 51. Students will be expected to develop or expand their ballet technique while continuing to grow as dance artists. This class will consist of ballet barre and center work, simple pirouettes and the development of basic petit allegro steps. May be repeated for credit. Letter grading, effective Spring 2022. Prerequisite(s): THDA 51 or permission of instructorhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2753%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This is a beginning intermediate level ballet class for students who have acquired a foundation in the basic skills of classical ballet or have successfully completed THDA 51. Students will be expected to develop or expand their ballet technique while continuing to grow as dance artists. This class will consist of ballet barre and center work, simple pirouettes and the development of basic petit allegro steps. May be repeated for credit. Letter grading, effective Spring 2022. Prerequisite(s): THDA 51 or permission of instructor"
THDA 55-01 (10838),Advanced Ballet,Meeting: M W F  3:30 - 4:45 pmTHEATR 003,Instructor: Jill Lile,2,14,2 credits; audition and permission of instructor required,2 credits; audition and permission of instructor required
,,,,,,"This is an advanced level ballet class for students who have achieved an advanced level of skill and artistry in classical ballet. Students will be expected to expand and develop their ballet technique while continuing to grow as dance artists. It will include barre work, pirouettes ending in all positions, and petit allegro with beats. Combinations will increase in complexity and students will be expected to pick up material quickly. May be repeated for credit. Prerequisite: THDA 53.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2755%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This is an advanced level ballet class for students who have achieved an advanced level of skill and artistry in classical ballet. Students will be expected to expand and develop their ballet technique while continuing to grow as dance artists. It will include barre work, pirouettes ending in all positions, and petit allegro with beats. Combinations will increase in complexity and students will be expected to pick up material quickly. May be repeated for credit. Prerequisite: THDA 53."
THDA 79-01 (10895),Performance Practice in Student Projects,Meeting: TBA,Instructor:,16,25,Consult with department about registration and participation expectations; two credits awarded at the end of the semester. May be repeated for credit.,Consult with department about registration and participation expectations; two credits awarded at the end of the semester. May be repeated for credit.
,,,,,,"Students are involved in Theater and Dance Department productions as actors or dancers in student-led pieces. Performance Practice in Student Projects is the appropriate course when students will not work under direct supervision of a faculty member, but are part of a student director’s or student choreographer’s work in an Honors production or Dance Concert. Two credits awarded at the end of the semester. May be repeated for credit. S/N grading only.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2779%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","Students are involved in Theater and Dance Department productions as actors or dancers in student-led pieces. Performance Practice in Student Projects is the appropriate course when students will not work under direct supervision of a faculty member, but are part of a student director’s or student choreographer’s work in an Honors production or Dance Concert. Two credits awarded at the end of the semester. May be repeated for credit. S/N grading only."
THDA 80-01 (10839),Performance Practice,Meeting: MTWR   5:30 - 7:00 pmTHEATR 121,Instructor: Thomas BarrettBarbra BerlovitzCláudia Tatinge Nascimento,39,50,Contact the instructor for participation requirements; two credits awarded at the end of the semester. May be repeated for credit.,Contact the instructor for participation requirements; two credits awarded at the end of the semester. May be repeated for credit.
,,,,,,"Students are involved in production as actors or dancers, assistant choreographers or choreographers, assistant directors or directors, assistant designers or designers, dramaturgs and playwrights. Two credits awarded at the end of the semester. May be repeated for credit. Prerequisite(s): Permission of instructor required; please contact the Theater and Dance Department directly for audition and registration informationhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2780%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","Students are involved in production as actors or dancers, assistant choreographers or choreographers, assistant directors or directors, assistant designers or designers, dramaturgs and playwrights. Two credits awarded at the end of the semester. May be repeated for credit. Prerequisite(s): Permission of instructor required; please contact the Theater and Dance Department directly for audition and registration information"
THDA 80-02 (11177),Performance Practice,Meeting: TBA,Instructor: Wynn Fricke,0,16,,
,,,,,,"Students are involved in production as actors or dancers, assistant choreographers or choreographers, assistant directors or directors, assistant designers or designers, dramaturgs and playwrights. Two credits awarded at the end of the semester. May be repeated for credit. Prerequisite(s): Permission of instructor required; please contact the Theater and Dance Department directly for audition and registration informationhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2780%27%20sect=%2702%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","Students are involved in production as actors or dancers, assistant choreographers or choreographers, assistant directors or directors, assistant designers or designers, dramaturgs and playwrights. Two credits awarded at the end of the semester. May be repeated for credit. Prerequisite(s): Permission of instructor required; please contact the Theater and Dance Department directly for audition and registration information"
THDA 81-01 (10883),Technical Practice,Meeting: TBA,Instructor: MaryBeth GagnerWu Chen KhooThomas Barrett,34,35,"Permission of instructor required. Two credits awarded at the end of the semester. May be repeated for credit. If you are interested in getting involved in theater productions or dance concerts as crew, board op, or backstage support, please contact the instructor (barrett@mac)","Permission of instructor required. Two credits awarded at the end of the semester. May be repeated for credit. If you are interested in getting involved in theater productions or dance concerts as crew, board op, or backstage support, please contact the instructor (barrett@mac)"
,,,,,,"Students are involved in set, costume, lighting and sound engineering and construction, and running crew. Two credits awarded at the end of the semester. May be repeated for credit. Prerequisite(s): Permission of instructor required; please see instructor to be added to registration rosterhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27THDA%27%20num=%2781%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","Students are involved in set, costume, lighting and sound engineering and construction, and running crew. Two credits awarded at the end of the semester. May be repeated for credit. Prerequisite(s): Permission of instructor required; please see instructor to be added to registration roster"
WGSS 100-F1 (10840),Intro to Women’s/Gender/Sexuality St: Intersectional Queer Approaches to Pandemics and Uprisings,Meeting: M W F  1:10 - 2:10 pmMAIN 009,Instructor: Myrl Beam,0,15,First-Year course only,First-Year course only
,,,,,,"This FYC, entitled Intersectional Queer Approaches to Pandemics and Uprisings, introduces key concepts in Women’s, Gender, and Sexuality Studies through an analysis of the present: the ongoing COVID-19 pandemic, the Uprisings for racial justice that continue to unfold, and the urgent and existential threat of extractive capitalism and climate change. Exploring the connections between these seemingly disparate issues and developing a conceptual framework that understands them together is the core project of this course. We will analyze the relationship between anti-Blackness, colonialism, sexuality, gender embodiment, and policing, as well as the differential distribution of health and exposure to risk. In this community-engaged course, we will focus on the way these interact in the Twin Cities, and also think about the ways that uprisings like Stonewall and the Compton’s Cafeteria Riot and pandemics like HIV/AIDS offer lessons to help us think through the present moment.
U.S Identities and Differences, Writing WAhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27WGSS%27%20num=%27100%27%20sect=%27F1%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This FYC, entitled Intersectional Queer Approaches to Pandemics and Uprisings, introduces key concepts in Women’s, Gender, and Sexuality Studies through an analysis of the present: the ongoing COVID-19 pandemic, the Uprisings for racial justice that continue to unfold, and the urgent and existential threat of extractive capitalism and climate change. Exploring the connections between these seemingly disparate issues and developing a conceptual framework that understands them together is the core project of this course. We will analyze the relationship between anti-Blackness, colonialism, sexuality, gender embodiment, and policing, as well as the differential distribution of health and exposure to risk. In this community-engaged course, we will focus on the way these interact in the Twin Cities, and also think about the ways that uprisings like Stonewall and the Compton’s Cafeteria Riot and pandemics like HIV/AIDS offer lessons to help us think through the present moment.
U.S Identities and Differences, Writing WA"
WGSS 170-01 (10467),History of Childhood,Meeting:  T R   3:00 - 4:30 pmTHEATR 200,Instructor: Amy Sullivan,-1,18,Cross-listed with HIST 170-01,Cross-listed with HIST 170-01
,,,,,,"This course examines the history of childhood and youth in the United States. The historical voices and perspectives of childhood that we study will pay close attention to the significance of race, ethnicity, class, gender, sexuality, time periods, and social settings. Some questions we will consider relevant to the study of history: Do children have agency? What is the role of children as subjects in history? How has childhood been socially and historically constructed? Why are children such galvanizing social and political symbols? How is identity shaped in childhood and what impact does this have on adult society at certain historical moments?
Humanities
U.S Identities and Differences, Writing WChttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27WGSS%27%20num=%27170%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course examines the history of childhood and youth in the United States. The historical voices and perspectives of childhood that we study will pay close attention to the significance of race, ethnicity, class, gender, sexuality, time periods, and social settings. Some questions we will consider relevant to the study of history: Do children have agency? What is the role of children as subjects in history? How has childhood been socially and historically constructed? Why are children such galvanizing social and political symbols? How is identity shaped in childhood and what impact does this have on adult society at certain historical moments?
Humanities
U.S Identities and Differences, Writing WC"
WGSS 194-01 (11025),Identities and Differences in U.S. Literature: LGBTQ2S+ Literature in America,Meeting:  T R   9:40 - 11:10 amHUM 213,Instructor: Rachel Gold,2,20,Cross-listed with ENGL 105-01,Cross-listed with ENGL 105-01
,,,,,,"This introductory English course covers lesbian, gay, bisexual, transgender, queer and Two Spirit literature in America. We will examine how American culture and politics have shaped and been shaped by LGBTQ2S+ writing and art. We will look at historical texts that helped to create queer and trans identities in America and appreciate intersections of race, ethnicity, and class as we move into current work. And we’ll explore what it means to queer a text, a life and a culture. Requirements include written responses to reading, a journal, a creative project, and a 5-7 page essay. Authors we’ll read include: Charles Brockden Brown, Jewelle Gomez, James Baldwin, Audre Lorde, Qwo-Li Driskill, Gloria Anzaldúa, Allison Bechdel, Charlie Jane Anders, Malinda Lo, Kai Cheng Thom, Tommy Pico, and Junauda Petrus.
Humanities
Internationalism, Writing WPhttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27WGSS%27%20num=%27194%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This introductory English course covers lesbian, gay, bisexual, transgender, queer and Two Spirit literature in America. We will examine how American culture and politics have shaped and been shaped by LGBTQ2S+ writing and art. We will look at historical texts that helped to create queer and trans identities in America and appreciate intersections of race, ethnicity, and class as we move into current work. And we’ll explore what it means to queer a text, a life and a culture. Requirements include written responses to reading, a journal, a creative project, and a 5-7 page essay. Authors we’ll read include: Charles Brockden Brown, Jewelle Gomez, James Baldwin, Audre Lorde, Qwo-Li Driskill, Gloria Anzaldúa, Allison Bechdel, Charlie Jane Anders, Malinda Lo, Kai Cheng Thom, Tommy Pico, and Junauda Petrus.
Humanities
Internationalism, Writing WP"
WGSS 205-01 (10841),Trans Theories and Politics,Meeting:  T R   3:00 - 4:30 pmMAIN 009,Instructor: Myrl Beam,-2,20,Cross-listed with AMST 205-01,Cross-listed with AMST 205-01
