Course Code,Course Title,Meeting Info,Instructor,Seats Available,Max Enrollment,Additional Details
LATI 235-01 (30419),"Captives, Cannibals, and Capitalists in Early Modern Atlantic World",Meeting: M W F  10:50 - 11:50 amMAIN 010,Instructor: Linda Sturtz,18,18,Cross-listed with AMST 235-01 and HIST 235-01
LATI 239-01 (30356),Neotropical Landscapes,Meeting: M W F  10:50 - 11:50 amCARN 105,Instructor: Xavier Haro-Carrión,17,17,Cross-listed with ENVI 294-04 and GEOG 239-01; registration limit has been adjusted to save 3 seats for FYs
LATI 245-01 (30597),Latin American Politics,Meeting:  T R   9:40 - 11:10 amHUM 228,Instructor: Paul Dosh,20,20,First day attendance required; cross-listed with POLI 245-01
LATI 248-01 (30914),Struggles for Reproductive Justice: A Global Perspective,Meeting: M W F  10:50 - 11:50 amLIBR 250,Instructor: Erika Busse-Cardenas,20,20,Cross-listed with SOCI 248-01 and WGSS 248-01
LATI 251-01 (30958),Politics of Memory in Latin America,Meeting:  T R   3:00 - 4:30 pmTHEATR 205,Instructor: Olga Gonzalez,20,20,
LATI 294-01 (30676),Sociology of Race/Ethnicity,Meeting: M W F  8:30 - 9:30 amCARN 304,Instructor: Erika Busse-Cardenas,15,15,Cross-listed with SOCI 220-01; registration limit has been adjusted to save 5 seats for FYs
LATI 307-01 (30725),Introduction to the Analysis of Hispanic Texts,Meeting: M W F  3:30 - 4:30 pmHUM 228,Instructor: Toni Dorca,15,15,First day attendance required; cross-listed with SPAN 307-01
LATI 308-01 (30728),Introduction to U.S. Latinx Studies,Meeting: M W F  10:50 - 11:50 amHUM 113,Instructor: Alicia Muñoz,11,11,First day attendance required; cross-listed with AMST 308-01 and SPAN 308-01; registration limit has been adjusted to save 4 seats for FY
LATI 341-01 (30608),Comparative Social Movements,Meeting:  T R   1:20 - 2:50 pmARTCOM 202,Instructor: Paul Dosh,20,20,First day attendance required; cross-listed with POLI 341-01
LATI 376-01 (30733),Spanish Dialectology,Meeting: M W F  1:10 - 2:10 pmHUM 216,Instructor: Cynthia Kauffeld,15,15,First day attendance required
LATI 394-01 (30735),Caribbean Oral Traditions,Meeting:  T R   9:40 - 11:10 amHUM 102,Instructor: Margaret Olsen,15,15,First day attendance required; cross-listed with SPAN 394-01
LATI 394-02 (30737),The ’New World’ on stage: Pre-Columbian and Transatlantic Drama about Latin America,Meeting:  T R   1:20 - 2:50 pmHUM 113,Instructor: J. Ernesto Ortiz Diaz,15,15,First day attendance required
LING 100-01 (30480),Introduction to Linguistics,Meeting: M W F  10:50 - 11:50 amHUM 216,Instructor: Morgan Sleeper,20,20,First day attendance required; registration limit has been adjusted to save 10 seats for FYs
LING 175-01 (30481),Sociolinguistics,Meeting: M W F  2:20 - 3:20 pmCARN 05,Instructor: Marianne Milligan,4,4,"First day attendance required; cross-listed with SOCI 175-01; registration limit has been adjusted to save 4 seats for SRs, 4 seats for JRs, 6 seats for SOs, 6 seats for FYs"
LING 200-01 (30483),Syntax,Meeting: M W F  12:00 - 1:00 pmHUM 216,Instructor: Morgan Sleeper,20,20,First day attendance required
LING 225-01 (30905),100 Words for Snow: Language and Nature,Meeting: M W F  10:50 - 11:50 amTHEATR 001,Instructor: Marianne Milligan,20,20,Cross-listed with ENVI 225-01
LING 304-01 (30484),Experimental Phonetics,Meeting:  T R   9:40 - 11:10 amHUM 402,Instructor: Christina Esposito,15,15,First day attendance required
LING 309-01 (30730),Introduction to Hispanic Linguistics,Meeting: M W F  9:40 - 10:40 amHUM 404,Instructor: Susana Blanco-Iglesias,15,15,First day attendance required; cross-listed with SPAN 309-01
LING 311-01 (30564),Philosophy of Language,Meeting: M W F  10:50 - 11:50 amHUM 400,Instructor: Rotem Herrmann,16,16,Cross-listed with PHIL 311-01
LING 401-01 (30485),Field Methods,Meeting:   W    7:00 - 10:00 pmHUM 102,Instructor: Christina Esposito,15,15,First day attendance required
LING 401-L1 (30944),Field Methods Lab,Meeting: TBA,Instructor:,15,15,
LING 436-01 (30732),Spanish Dialectology,Meeting: M W F  1:10 - 2:10 pmHUM 216,Instructor: Cynthia Kauffeld,15,15,First day attendance required; cross-listed with SPAN 376-01
LING 488-01 (30479),Translating Japanese Literature: Theory and Practice,Meeting:  T R   9:40 - 11:10 amHUM 110,Instructor: Arthur Mitchell,20,20,Cross-listed with JAPA 488-01
MATH 135-01 (30486),Applied Multivariable Calculus I,Meeting:  T R   9:40 - 11:10 amOLRI 250,Instructor: Kristin Heysse,14,14,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 10 seats for FYs
MATH 135-02 (30487),Applied Multivariable Calculus I,Meeting:  T R   1:20 - 2:50 pmTHEATR 203,Instructor: Kristin Heysse,14,14,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 10 seats for FYs
MATH 137-01 (30488),Applied Multivariable Calculus II,Meeting: M W F  1:10 - 2:10 pmTHEATR 213,Instructor: Will Mitchell,14,14,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 10 seats for FYs
MATH 137-02 (30489),Applied Multivariable Calculus II,Meeting: M W F  2:20 - 3:20 pmTHEATR 213,Instructor: Will Mitchell,14,14,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 10 seats for FYs
MATH 194-01 (30950),Elements of Mathematical Thinking,Meeting:  T R   3:00 - 4:30 pmTHEATR 204,Instructor:,20,20,
MATH 236-01 (30490),Linear Algebra,Meeting: M W F  9:40 - 10:40 amHUM 111,Instructor: Paul Herstedt,22,22,First day attendance required; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 2 seats for FYs
MATH 236-02 (30491),Linear Algebra,Meeting: M W F  10:50 - 11:50 amTHEATR 002,Instructor: Paul Herstedt,22,22,First day attendance required; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 2 seats for FYs
MATH 236-03 (30492),Linear Algebra,Meeting: M W F  1:10 - 2:10 pmOLRI 241,Instructor: Paul Herstedt,22,22,First day attendance required; ACTC students may register on November 17 with permission of instructor; registration limit has ben adjusted to save 2 seats for FYs
MATH 237-01 (30493),Applied Multivariable Calculus III,Meeting: M W F  10:50 - 11:50 amTHEATR 202,Instructor: Taryn Flock,12,12,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 8 seats for FYs
MATH 279-01 (30494),Discrete Mathematics,Meeting: M W F  2:20 - 3:20 pmTHEATR 201,Instructor: David Ehren,18,18,First day attendance required; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 2 seats for FYs
MATH 279-02 (30495),Discrete Mathematics,Meeting:  T R   9:40 - 11:10 amTHEATR 002,Instructor: Alireza Hosseinkhan,18,18,First day attendance required; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 2 seats for FYs
MATH 279-03 (30496),Discrete Mathematics,Meeting:  T R   1:20 - 2:50 pmTHEATR 002,Instructor: Alireza Hosseinkhan,18,18,First day attendance required; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 2 seats for FYs
MATH 312-01 (30497),Differential Equations,Meeting: M W F  9:40 - 10:40 amHUM 314,Instructor: Will Mitchell,20,20,
MATH 354-01 (30498),Probability,Meeting:  T R   3:00 - 4:30 pmOLRI 300,Instructor: Laura Lyman,20,20,Cross-listed with STAT 354-01
MATH 365-01 (30500),Computational Linear Algebra,Meeting:  T R   1:20 - 2:50 pmOLRI 350,Instructor: Lori Ziegelmeier,20,20,Cross-listed with COMP 365-01
MATH 365-02 (30502),Computational Linear Algebra,Meeting:  T R   3:00 - 4:30 pmTHEATR 213,Instructor: Lori Ziegelmeier,20,20,Cross-listed with COMP 365-02
MATH 376-01 (30504),Algebraic Structures,Meeting: M W F  10:50 - 11:50 amTHEATR 204,Instructor: Yariana Diaz,20,20,
MATH 378-01 (30505),Complex Analysis,Meeting: M W F  1:10 - 2:10 pmTHEATR 201,Instructor: Andrew Beveridge,20,20,
MATH 455-01 (30752),Mathematical Statistics,Meeting: M W F  10:50 - 11:50 amTHEATR 200,Instructor: Taylor Okonek,16,16,Cross-listed with STAT 455-01
MATH 477-01 (30506),Projects in Analysis,Meeting: M W F  2:20 - 3:20 pmOLRI 270,Instructor: Taryn Flock,16,16,
MATH 479-01 (30507),Network Science,Meeting: M W F  9:40 - 10:40 amOLRI 254,Instructor: Andrew Beveridge,16,16,Permission of instructor required; cross-listed with COMP 479-01
MCST 110-02 (30510),Texts and Power: Foundations of Media and Cultural Studies,Meeting: M W F  2:20 - 3:20 pmHUM 404,Instructor: Michael Griffin,16,16,First day attendance required
MCST 126-01 (30511),Local News Media Institutions,Meeting: M W F  10:50 - 11:50 amHUM 401,Instructor: Michael Griffin,24,24,First day attendance required
MCST 128-01 (30512),Film Analysis/Visual Culture,Meeting: M W F  9:40 - 10:40 amHUM 401,Instructor: Bradley Stiffler,24,24,First day attendance required
MCST 202-01 (30816),Global Media Industries,Meeting:  T R   1:20 - 2:50 pmCARN 06A,Instructor: Michael Griffin,20,20,Cross-listed with INTL 202-01
MCST 232-01 (30513),Fundamentals of Video Production,Meeting:  T R   1:20 - 2:50 pmHUM 400,Instructor: Morgan Adamson,12,12,First day attendance required
MCST 281-01 (30011),"Bruce Lee, His Life and Legacy",Meeting: M      7:00 - 10:00 pmHUM 111,Instructor: Karin Aguilar-San Juan,20,20,Cross-listed with AMST 281-01 and ASIA 283-01; registration limit has been adjusted to save 5 seats for FYs
MCST 294-01 (30514),From Jonestown to NXIVM: Popular Representations of Cults and Cultists,Meeting: M W F  3:30 - 4:30 pmHUM 409,Instructor: Bradley Stiffler,20,20,First day attendance required; cross-listed with RELI 294-05
MCST 294-02 (30809),Digital Cultural Heritage,Meeting: M W F  12:00 - 1:00 pmCARN 06A,Instructor: Aisling Quigley,16,16,Cross-listed with ANTH 294-06
MCST 388-01 (30515),Alone Together: The Contradictions of Social Media,Meeting:  T R   3:00 - 4:30 pmHUM 217,Instructor: John Kim,16,16,First day attendance required
MCST 488-01 (30516),Advanced Topics Seminar,Meeting: M      7:00 - 10:00 pmHUM 102,Instructor: Morgan Adamson,8,8,First day attendance required
MCST 488-02 (30820),Advanced Topics Seminar,Meeting: M      7:00 - 10:00 pmHUM 113,Instructor: John Kim,8,8,
MUSI 111-01 (30517),World Music,Meeting: M W F  10:50 - 11:50 amMUSIC 113,Instructor: Chuen-Fung Wong,25,25,
MUSI 113-01 (30518),Musicianship,Meeting:  T R   9:40 - 11:10 amMUSIC 219,Instructor: Randy Bauer,15,15,First day attendance required; registration limit has been adjusted to save 10 seats for FYs
MUSI 155-01 (30519),Music and Freedom,Meeting: M W F  1:10 - 2:10 pmMUSIC 228,Instructor: Mark Mazullo,20,20,
MUSI 211-01 (30520),World Music Theory and Analysis,Meeting: M W F  9:40 - 10:40 amMUSIC 228,Instructor: Chuen-Fung Wong,20,20,
MUSI 294-01 (30522),Electronic Music II,Meeting:  T R   3:00 - 4:30 pmMUSIC 228,Instructor: Reid Kruger,12,12,Permission of instructor required; first day attendance required
MUSI 343-01 (30523),Romanticism and Nationalism,Meeting: M W F  12:00 - 1:00 pmMUSIC 228,Instructor: Mark Mazullo,20,20,
MUSI 361-01 (30524),Composition,Meeting:  T R   1:20 - 2:50 pmMUSIC 219,Instructor: Randy Bauer,8,8,
MUSI 370-01 (30525),Conducting,Meeting:  T R   9:40 - 11:10 amMUSIC 113,Instructor: Michael McGaghie,8,8,Permission of instructor required; first day attendance required
MUSI 71-01 (30526),Wind Symphony,Meeting: M      7:15 - 8:45 pmMUSIC 116,Instructor: Shelley Hanson,50,50,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 73-01 (30527),African Music Ensemble,Meeting:  T R   6:45 - 8:15 pmMUSIC 116,Instructor: Sowah Mensah,30,30,Contact the ensemble director for registration information. Check the Music Department website to find out if auditions are required.
MUSI 75-01 (30528),Macalester Concert Choir,Meeting: M WR   4:45 - 6:15 pmMUSIC 113,Instructor: Michael McGaghie,50,50,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 77-01 (30529),Macalester Chorale,Meeting:  T     4:45 - 6:15 pmMUSIC 113,Instructor: Michael McGaghie,80,80,Additional required meeting time on Thursdays from 6:30-8:00pm in Music 113.  Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 79-01 (30530),Asian Music Ensemble,Meeting: TBAMUSIC 113,Instructor: Chuen-Fung Wong,20,20,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 81-01 (30531),Mac Jazz Band,Meeting: M W    4:45 - 6:15 pmMUSIC 116,Instructor: Joan Griffith,30,30,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 83-01 (30532),Jazz/Popular Music Combos,Meeting: M      7:00 - 9:00 pmMUSIC 121,Instructor: Peter Hennig,30,30,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 85-01 (30533),Pipe Band,Meeting:   W    6:30 - 10:00 pmMUSIC 116,Instructor: Michael Breidenbach,30,30,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 87-01 (30534),Chamber Ensembles,Meeting: TBA,Instructor: Mark Mandarano,30,30,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 89-01 (30535),Macalester Symphony Orchestra,Meeting:  T R   4:45 - 6:15 pmMUSIC 116,Instructor: Mark Mandarano,70,70,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
MUSI 91-01 (30536),Mac Early Music Ensemble,Meeting:   W    5:45 - 7:15 pmMUSIC 121,Instructor: Clea Galhano,20,20,Contact the ensemble director for registration information. Check the Music Dept website to find out if auditions are required.
NSCI 488-01 (30844),Neuroscience Capstone,Meeting: M      12:00 - 1:00 pmOLRI 270,Instructor: Darcy Burgund,20,20,
PHIL 121-02 (30819),Introduction to Ethics,Meeting:  T R   1:20 - 2:50 pmHUM 213,Instructor: Sumeet Patwardhan,20,20,
PHIL 121-03 (30554),Introduction to Ethics,Meeting:  T R   9:40 - 11:10 amHUM 409,Instructor: Sumeet Patwardhan,20,20,
PHIL 201-01 (30555),Modern Philosophy,Meeting: M W F  2:20 - 3:20 pmHUM 112,Instructor: Geoffrey Gorham,20,20,
PHIL 216-01 (30407),Reading Marx,Meeting: M      7:00 - 10:00 pmHUM 228,Instructor: David Martyn,25,25,Cross-listed with GERM 316-01
PHIL 218-01 (30561),Philosophy of Race and Gender,Meeting:  T R   1:20 - 2:50 pmHUM 215,Instructor: Rotem Herrmann,20,20,Cross-listed with WGSS 218-01
PHIL 221-01 (30556),Environmental Ethics,Meeting:  T R   1:20 - 2:50 pmHUM 214,Instructor: Max Dresow,20,20,Cross-listed with ENVI 221-01
PHIL 294-01 (30560),"Philosophy of Science: Mental Illness, Science and Society",Meeting: M W F  1:10 - 2:10 pmMAIN 010,Instructor: Max Dresow,20,20,
PHIL 311-01 (30563),Philosophy of Language,Meeting: M W F  10:50 - 11:50 amHUM 400,Instructor: Rotem Herrmann,16,16,Cross-listed with LING 311-01
PHIL 314-01 (30565),Contemporary Metaphysics,Meeting:   W    7:00 - 10:00 pmMAIN 003,Instructor: Geoffrey Gorham,15,15,
PHIL 316-01 (30818),Metaethics,Meeting:  T R   3:00 - 4:30 pmMAIN 003,Instructor: Samuel Asarnow,15,15,
PE 01-01 (30537),Swimming I,Meeting:  T R   9:40 - 10:40 amLEOCTR POOL,Instructor: Kyllian Griffin,10,10,1 credit; first day attendance required
PE 03-01 (30538),Beginning Social Dance,Meeting: M      7:00 - 8:30 pmLEOCTR STUDIO 1,Instructor: Julie Kendle,20,20,1 credit; first day attendance required
PE 04-01 (30539),Karate I,Meeting: M W    3:30 - 4:30 pmLEOCTR STUDIO 1,Instructor: Joel Ertl,15,15,1 credit; first day attendance required
PE 06-01 (30540),Yoga I,Meeting:  T R   3:00 - 4:00 pmLEOCTR STUDIO 1,Instructor: Cari Hayes,20,20,First day attendance required;1 credit
PE 06-02 (30541),Yoga I,Meeting:  T R   2:00 - 3:00 pmLEOCTR STUDIO 1,Instructor: Cari Hayes,20,20,1 credit
PE 06-03 (30542),Yoga I,Meeting: M W    4:45 - 5:45 pmLEOCTR STUDIO 1,Instructor: Ariel Linnerson,20,20,1 credit
PE 13-01 (30543),Intermediate Social Dance,Meeting: M      8:30 - 10:00 pmLEOCTR STUDIO 1,Instructor: Julie Kendle,20,20,1 credit
PE 14-01 (30544),Karate II,Meeting: M W    3:30 - 4:30 pmLEOCTR STUDIO 1,Instructor: Joel Ertl,15,15,1 credit
PE 18-01 (30545),Pilates,Meeting: M W    4:45 - 5:45 pmLEOCTR STUDIO 2,Instructor: Kristine Spangard,20,20,1 credit
PE 20-01 (30546),Weight Training,Meeting: M W    2:20 - 3:20 pmLEOCTR FITNESS RM,Instructor: Scott Hintz,25,25,1 credit
PE 21-01 (30547),Swim for Fitness,Meeting:  T R   9:40 - 10:40 amLEOCTR POOL,Instructor: Kyllian Griffin,10,10,1 credit
PE 26-01 (30548),Tai Chi Chuan,Meeting: M W    3:30 - 4:30 pmLEOCTR STUDIO 2,Instructor: Phyllis Calph,20,20,1 credit
PE 28-01 (30549),Pilates II,Meeting:  T R   3:40 - 4:40 pmLEOCTR STUDIO 2,Instructor: Julie Kendle,20,20,1 credit
PE 30-01 (30550),Golf,Meeting:  T R   1:20 - 2:20 pmLEOCTR GOLF SIM,Instructor: Johnny Greene,8,8,1 credit
PE 33-01 (30551),Salsa Dance,Meeting:   W    7:00 - 8:30 pmLEOCTR STUDIO 1,Instructor: Don DeBoer,20,20,1 credit
PE 57-01 (30552),Indoor Soccer (Futsal),Meeting:  T R   9:40 - 10:40 amLEOCTR FIELDHOUSE,Instructor: Madeline BuckleyGregg Olson,20,20,1 credit
PHYS 127-01 (30567),Introductory Physics II,Meeting: M W F  9:40 - 10:40 amOLRI 150,Instructor: Saki Khan,36,36,
PHYS 127-L1 (30568),Introductory Physics II Lab,Meeting:  T     8:00 - 11:10 amOLRI 152,Instructor: Brian Adams,18,18,
PHYS 127-L2 (30569),Introductory Physics II Lab,Meeting:  T     1:20 - 4:30 pmOLRI 152,Instructor: Brian Adams,18,18,
PHYS 227-01 (30570),Principles of Physics II,Meeting: M W F  2:20 - 3:20 pmOLRI 150,Instructor: Anna Williams,36,36,
PHYS 227-L1 (30571),Principles of Physics II Lab,Meeting:    R   9:10 - 11:10 amOLRI 152,Instructor: Brian Adams,18,18,
PHYS 227-L2 (30572),Principles of Physics II Lab,Meeting:    R   1:20 - 3:20 pmOLRI 152,Instructor: Brian Adams,18,18,
PHYS 348-01 (30573),Laboratory Instrumentation,Meeting: M W F  12:00 - 1:00 pmOLRI 101,Instructor: James Doyle,24,24,
PHYS 348-L1 (30574),Laboratory Instrumentation Lab,Meeting:  T     8:00 - 11:10 amOLRI 154,Instructor: James Doyle,12,12,
PHYS 348-L2 (30575),Laboratory Instrumentation Lab,Meeting:  T     1:20 - 4:30 pmOLRI 154,Instructor: James Doyle,12,12,
PHYS 370-01 (30576),Computational Physics,Meeting: M W F  9:40 - 10:40 amOLRI 101,Instructor: Tonnis ter Veldhuis,24,24,
PHYS 370-L1 (30577),Computational Physics Lab,Meeting:    R   8:00 - 11:10 amOLRI 101,Instructor: Tonnis ter Veldhuis,12,12,
PHYS 370-L2 (30578),Computational Physics Lab,Meeting:    R   1:20 - 4:30 pmOLRI 101,Instructor: Tonnis ter Veldhuis,12,12,
PHYS 440-01 (30579),Observational Astronomy,Meeting: M W F  12:00 - 1:00 pmOLRI 404,Instructor: John CannonAnna Williams,16,16,
PHYS 440-L1 (30580),Observational Astronomy Lab,Meeting:  T     8:00 - 11:10 amOLRI 404,Instructor: John CannonAnna Williams,8,8,First day attendance required
PHYS 440-L2 (30581),Observational Astronomy Lab,Meeting:  T     1:20 - 4:30 pmOLRI 404,Instructor: John CannonAnna Williams,8,8,First day attendance required
PHYS 461-01 (30582),Mechanics,Meeting: M W F  10:50 - 11:50 amOLRI 150,Instructor: Saki Khan,24,24,
PHYS 461-L1 (30583),Mechanics Lab,Meeting: M      3:30 - 4:30 pmOLRI 154,Instructor: Saki Khan,24,24,
PHYS 468-01 (30584),Statistical Mechanics,Meeting: M W F  8:30 - 9:30 amOLRI 101,Instructor: James Heyman,24,24,
PHYS 482-01 (30585),Adv Quantum Mechanics,Meeting: M W F  2:20 - 3:20 pmOLRI 101,Instructor: Tonnis ter Veldhuis,24,24,
PHYS 482-L1 (30586),Adv Quantum Mechanics Lab,Meeting:     F  3:30 - 4:30 pmOLRI 154,Instructor: James Heyman,24,24,
PHYS 489-01 (30587),Physics Seminar,Meeting:   W    3:30 - 4:30 pmOLRI 101,Instructor: James Heyman,63,63,1 credit
POLI 100-01 (30588),Foundations of US Politics,Meeting:  T R   9:40 - 11:10 amCARN 206,Instructor: Patrick Schmidt,25,25,First day attendance required
POLI 120-01 (30589),Foundations of International Politics,Meeting:  T R   1:20 - 2:50 pmHUM 402,Instructor: Andrew Latham,25,25,First day attendance required
POLI 140-01 (30590),Foundations of Comparative Politics,Meeting: M W F  1:10 - 2:10 pmCARN 204,Instructor: Lisa Mueller,20,20,First day attendance required
POLI 160-01 (30591),Foundations of Political Theory,Meeting: M W F  10:50 - 11:50 amCARN 304,Instructor: Rothin Datta,20,20,First day attendance required
POLI 201-01 (30926),Power and Development in Africa,Meeting:  T R   3:00 - 4:30 pmCARN 204,Instructor: Ahmed Samatar,15,15,Cross-listed with INTL 301-01
POLI 204-01 (30592),US City and Metro Politics,Meeting: M W F  10:50 - 11:50 amCARN 05,Instructor: Lesley Lavery,25,25,
POLI 212-01 (30593),Litigation and Public Policy in the U.S.,Meeting: M W F  10:50 - 11:50 amHUM 212,Instructor: Patrick Schmidt,25,25,
POLI 215-01 (30301),Environmental Politics/Policy,Meeting:  T R   3:00 - 4:30 pmOLRI 243,Instructor: Roopali Phadke,25,25,Permission of instructor required; first day attendance required; cross-listed with ENVI 215-01
POLI 216-01 (30594),Legislative Politics,Meeting:  T R   3:00 - 4:30 pmCARN 305,Instructor: Julie Dolan,25,25,Permission of instructor required
POLI 245-01 (30596),Latin American Politics,Meeting:  T R   9:40 - 11:10 amHUM 228,Instructor: Paul Dosh,20,20,First day attendance required; cross-listed with LATI 245-01
POLI 253-01 (30927),Transitional Justice,Meeting:  T R   9:40 - 11:10 amCARN 204,Instructor: Nadya Nedelsky,20,20,Cross-listed with INTL 352-01
POLI 265-01 (30598),"Work, Wealth, Well-Being",Meeting:  T R   9:40 - 11:10 amLIBR 250,Instructor: Della Zurick,25,25,
POLI 267-01 (30599),Liberal and Conservative Political Thought,Meeting: M W    8:00 - 9:30 amCARN 404,Instructor: Andrew Latham,25,25,
POLI 269-01 (30600),Empirical Research Methods,Meeting:  T R   9:40 - 11:10 amCARN 107,Instructor: Julie Dolan,25,25,First day attendance required
POLI 274-01 (30402),Spinoza’s Eco-Society: Contractless Society and Its Ecology,Meeting:  T R   3:00 - 4:30 pmHUM 111,Instructor: Kiarina Kordela,25,25,Cross-listed with ENVI 274-01 and GERM 274-01
POLI 285-01 (30452),Ethnicity and Nationalism in Central and Eastern Europe,Meeting:  T R   1:20 - 2:50 pmCARN 204,Instructor: Nadya Nedelsky,20,20,Cross-listed with INTL 285-01
POLI 290-01 (30601),Chuck Green Civic Engagement Fellowship,Meeting: M W F  2:20 - 3:20 pmCARN 204,Instructor: Lisa Mueller,12,12,First day attendance required
POLI 294-03 (30604),Reproductive Justice: Theory and Praxis,Meeting:  T R   1:20 - 2:50 pmHUM 409,Instructor: Della Zurick,25,25,
POLI 294-04 (30007),Race and the Law,Meeting:  T R   1:20 - 2:50 pmHUM 217,Instructor: Duchess Harris,15,15,Cross-listed with AMST 251-01; registration limit has been adjusted to save 5 seats for FYs
POLI 294-05 (30952),The Politics of Colonialism:  The Birth of the Modern International Order,Meeting:   W    7:00 - 10:00 pmCARN 105,Instructor:,25,25,
POLI 294-06 (30954),The Politics of the Middle East,Meeting:  T R   3:00 - 4:30 pmCARN 304,Instructor:,25,25,
POLI 301-01 (30605),"Law, Economy, and Identity",Meeting: M W F  1:10 - 2:10 pmCARN 06A,Instructor: Patrick Schmidt,20,20,Sophomore standing or permission of instructor is required
POLI 320-01 (30953),Global Political Economy,Meeting: M W F  2:20 - 3:20 pmCARN 404,Instructor:,20,20,
POLI 341-01 (30607),Comparative Social Movements,Meeting:  T R   1:20 - 2:50 pmARTCOM 202,Instructor: Paul Dosh,20,20,First day attendance required; cross-listed with LATI 341-01
POLI 394-01 (30903),Racial Capitalism,Meeting: M W F  9:40 - 10:40 amHUM 213,Instructor: Rothin Datta,15,15,
POLI 404-01 (30609),Honors Colloquium,Meeting: M W    12:00 - 1:00 pmCARN 05,Instructor: Lesley Lavery,16,16,Permission of instructor required; 2 credits
PORT 221-01 (30610),Accelerated Intermediate Portuguese,Meeting: M W F  1:10 - 2:10 pmHUM 215,Instructor: Fernanda Bartolomei-Merlin,15,15,First day attendance required
PORT 341-01 (30611),Voices from the Margins: Afro-Brazilian Women Writers,Meeting: M W F  10:50 - 11:50 amHUM 226,Instructor: Fernanda Bartolomei-Merlin,15,15,First day attendance required
PSYC 100-01 (30612),Introduction to Psychology,Meeting: M W F  8:30 - 9:30 amTHEATR 001,Instructor: Ariel James,35,35,
PSYC 100-02 (30613),Introduction to Psychology,Meeting: M W F  9:40 - 10:40 amTHEATR 001,Instructor: Ariel James,35,35,
PSYC 100-L1 (30614),Introduction to Psychology Lab,Meeting:  T     9:40 - 11:10 amOLRI 371G,Instructor: Jamie Atkins,18,18,
PSYC 100-L2 (30615),Introduction to Psychology Lab,Meeting:  T     3:00 - 4:30 pmOLRI 371G,Instructor: Jamie Atkins,18,18,
PSYC 100-L3 (30616),Introduction to Psychology Lab,Meeting:    R   9:40 - 11:10 amOLRI 371G,Instructor: Jamie Atkins,18,18,
PSYC 100-L4 (30617),Introduction to Psychology Lab,Meeting:    R   1:20 - 2:50 pmOLRI 371G,Instructor: Jamie Atkins,18,18,
PSYC 201-01 (30618),Research in Psychology I,Meeting: M W F  9:40 - 10:40 amTHEATR 213,Instructor: Steve Guglielmo,24,24,Students registered for this section must register for either PSYC 201-L1 or L2
PSYC 201-02 (30621),Research in Psychology I,Meeting: M W F  1:10 - 2:10 pmTHEATR 203,Instructor: Annie Pezalla,24,24,Students registered for this section must register for PSYC 201-L3 or L4
PSYC 201-L1 (30619),Research in Psychology I Lab,Meeting:    R   9:40 - 11:10 amOLRI 349,Instructor: Steve Guglielmo,12,12,
PSYC 201-L2 (30620),Research in Psychology I Lab,Meeting:    R   3:00 - 4:30 pmOLRI 349,Instructor: Steve Guglielmo,12,12,
PSYC 201-L3 (30622),Research in Psychology I Lab,Meeting:  T     9:40 - 11:10 amOLRI 349,Instructor: Annie Pezalla,12,12,
PSYC 201-L4 (30623),Research in Psychology I Lab,Meeting:  T     1:20 - 2:50 pmOLRI 349,Instructor: Annie Pezalla,12,12,
PSYC 242-01 (30624),Cognitive Psychology,Meeting: M W F  2:20 - 3:20 pmOLRI 352,Instructor: Brooke Lea,24,24,
PSYC 242-L1 (30625),Cognitive Psychology Lab,Meeting:    R   1:20 - 2:50 pmOLRI 349,Instructor: Brooke Lea,24,24,
PSYC 244-01 (30626),Cognitive Neuroscience,Meeting: M W F  9:40 - 10:40 amTHEATR 203,Instructor: Darcy Burgund,30,30,ACTC students may register on the first day of class with permission of instructor
PSYC 244-L1 (30627),Cognitive Neuroscience Lab,Meeting:    R   9:40 - 11:10 amTHEATR 203,Instructor: Darcy Burgund,30,30,
PSYC 248-01 (30628),Behavioral Neuroscience,Meeting: M W F  2:20 - 3:20 pmTHEATR 203,Instructor: Jean-Marie Maddux,24,24,ACTC students may register on the first day of class with permission of instructor
